Student_ID,Name,Age,Gender,School,Board,Class,Subject,Marks,Grade,Attendance_Percent,Study_Hours_Per_Day,Extra_Curricular,Scholarship
STU_000288,Student_288,17,Male,School_3,IB,11,Hindi,85,A+,79.4,4.2,Yes,No
STU_000289,Student_289,16,Male,School_46,ICSE,11,Economics,30,F,64.7,5.2,No,No
STU_000290,Student_290,15,Female,School_30,CBSE,11,Economics,47,C+,83.5,5.4,Yes,No
STU_000291,Student_291,13,Male,School_10,Cambridge,11,History,93,B,92.1,4.8,Yes,No
STU_000292,Student_292,14,Male,School_3,State,11,Hindi,72,A+,84.6,1.3,Yes,No
STU_000293,Student_293,11,Female,School_22,Cambridge,10,History,79,A,61.9,3.0,Yes,No
STU_000294,Student_294,14,Male,School_44,State,9,Mathematics,78,D,99.8,4.9,Yes,No
STU_000295,Student_295,14,Male,School_19,State,12,Biology,66,A+,73.6,4.9,Yes,No
STU_000296,Student_296,16,Male,School_45,IB,12,Economics,79,F,90.1,4.0,Yes,Yes
STU_000297,Student_297,20,Female,School_39,Cambridge,12,Geography,65,A+,62.3,3.1,No,No
STU_000298,Student_298,14,Male,School_6,CBSE,10,Geography,69,D,84.1,6.7,Yes,Yes
STU_000299,Student_299,16,Male,School_37,IB,11,Hindi,90,A+,90.3,1.2,Yes,No
STU_000300,Student_300,12,Male,School_41,Cambridge,11,Geography,58,C,83.3,2.2,No,No
STU_000301,Student_301,18,Male,School_31,State,12,Economics,75,B+,86.4,6.4,Yes,No
STU_000302,Student_302,15,Male,School_3,Cambridge,12,Hindi,68,D,78.1,6.2,Yes,No
STU_000303,Student_303,13,Male,School_37,CBSE,11,Hindi,63,C+,75.1,2.3,No,No
STU_000304,Student_304,15,Female,School_28,State,11,Hindi,89,C,69.6,3.1,Yes,No
STU_000305,Student_305,15,Female,School_2,Cambridge,9,Hindi,57,A+,76.3,1.3,No,No
STU_000306,Student_306,13,Male,School_20,IB,9,English,49,A,100.0,4.9,No,No
STU_000307,Student_307,11,Male,School_39,Cambridge,11,Biology,86,A,69.6,5.3,Yes,Yes
STU_000308,Student_308,12,Male,School_10,CBSE,10,Geography,70,A,76.6,3.6,Yes,No
STU_000309,Student_309,14,Female,School_15,CBSE,9,Mathematics,79,B,69.0,4.2,Yes,No
STU_000310,Student_310,15,Female,School_13,Cambridge,11,Biology,77,A,62.6,4.2,No,No
STU_000311,Student_311,19,Male,School_22,IB,10,History,75,A,64.5,6.5,Yes,No
STU_000312,Student_312,14,Male,School_29,CBSE,12,English,91,F,100.0,4.0,No,No
STU_000313,Student_313,15,Female,School_34,Cambridge,12,Economics,67,A+,76.1,8.5,Yes,Yes
STU_000314,Student_314,13,Female,School_15,Cambridge,11,Economics,65,C,92.5,2.2,No,No
STU_000315,Student_315,16,Female,School_14,CBSE,9,Economics,70,A+,83.2,4.3,Yes,No
STU_000316,Student_316,12,Male,School_10,IB,9,Physics,64,B,87.4,3.4,Yes,No
STU_000317,Student_317,19,Female,School_47,State,9,Biology,38,A+,100.0,4.3,No,No
STU_000318,Student_318,15,Male,School_11,IB,10,Geography,73,C,86.7,2.3,Yes,No
STU_000319,Student_319,12,Male,School_37,IB,10,Physics,71,C+,78.0,1.8,Yes,No
STU_000320,Student_320,15,Male,School_10,CBSE,9,History,59,B,75.0,4.3,Yes,No
STU_000321,Student_321,16,Male,School_24,State,11,Mathematics,61,A+,81.9,4.2,No,No
STU_000322,Student_322,13,Male,School_45,State,11,Mathematics,48,B,100.0,1.5,No,Yes
STU_000323,Student_323,13,Male,School_21,CBSE,10,Hindi,48,A+,79.3,1.4,Yes,No
STU_000324,Student_324,13,Female,School_28,CBSE,10,History,99,B+,89.3,5.1,No,No
STU_000325,Student_325,14,Female,School_2,IB,12,Biology,74,B,60.6,1.1,Yes,Yes
STU_000326,Student_326,17,Male,School_27,ICSE,11,Biology,73,C+,91.5,5.1,No,No
STU_000327,Student_327,17,Male,School_29,State,10,Biology,74,F,81.7,4.3,No,No
STU_000328,Student_328,15,Female,School_1,ICSE,10,Geography,63,D,71.4,5.8,No,No
STU_000329,Student_329,16,Female,School_43,State,9,Mathematics,54,A,91.7,2.1,No,No
STU_000330,Student_330,13,Male,School_1,CBSE,12,Mathematics,63,A,64.8,3.1,Yes,No
STU_000331,Student_331,12,Female,School_21,State,9,English,56,C+,67.6,4.8,Yes,No
STU_000332,Student_332,14,Male,School_19,State,9,Hindi,51,D,54.7,4.4,No,No
STU_000333,Student_333,14,Female,School_20,State,9,Physics,58,C,70.4,5.3,Yes,No
STU_000334,Student_334,13,Male,School_21,IB,11,Computer Science,68,C+,99.7,6.8,No,No
STU_000335,Student_335,16,Female,School_15,ICSE,12,Geography,99,B+,96.0,1.2,No,No
STU_000336,Student_336,17,Male,School_28,State,10,Chemistry,78,A+,100.0,4.7,Yes,No
STU_000337,Student_337,13,Female,School_18,ICSE,9,Economics,72,A+,71.5,2.4,No,No
STU_000338,Student_338,12,Male,School_34,Cambridge,12,English,58,F,90.9,2.6,No,No
STU_000339,Student_339,13,Female,School_15,Cambridge,9,Computer Science,73,A,85.7,1.5,Yes,No
STU_000340,Student_340,13,Female,School_25,ICSE,11,Computer Science,77,A,71.6,0.0,Yes,No
STU_000341,Student_341,14,Male,School_37,CBSE,11,Economics,72,A+,81.6,6.8,Yes,No
STU_000342,Student_342,13,Male,School_46,IB,12,Physics,67,D,64.4,7.8,No,No
STU_000343,Student_343,14,Male,School_50,ICSE,10,Chemistry,79,F,76.6,4.1,No,No
STU_000344,Student_344,16,Male,School_2,Cambridge,11,Chemistry,71,A,60.5,0.7,Yes,No
STU_000345,Student_345,17,Female,School_48,State,11,Biology,95,C+,77.0,7.8,Yes,No
STU_000346,Student_346,10,Female,School_6,Cambridge,10,Mathematics,88,A+,96.8,3.1,Yes,No
STU_000347,Student_347,12,Female,School_13,IB,9,Biology,85,C+,65.2,2.2,Yes,No
STU_000348,Student_348,12,Female,School_29,State,12,Physics,73,C,95.3,2.8,No,No
STU_000349,Student_349,12,Male,School_30,Cambridge,12,Computer Science,62,A,60.5,1.6,Yes,No
STU_000350,Student_350,14,Female,School_30,IB,12,Mathematics,80,F,100.0,2.9,No,No
STU_000351,Student_351,16,Male,School_29,ICSE,12,Geography,100,A,70.6,4.8,Yes,No
STU_000352,Student_352,10,Female,School_15,State,9,Economics,100,C,71.5,4.8,Yes,No
STU_000353,Student_353,14,Male,School_45,State,11,Hindi,46,C,65.8,4.4,Yes,No
STU_000354,Student_354,15,Female,School_41,IB,12,Physics,54,D,100.0,4.6,No,No
STU_000355,Student_355,16,Female,School_17,IB,11,Geography,34,C,84.9,2.6,Yes,No
STU_000356,Student_356,13,Female,School_3,ICSE,10,Hindi,78,D,63.8,5.3,No,No
STU_000357,Student_357,19,Female,School_43,IB,12,Physics,89,B,92.5,6.5,Yes,No
STU_000358,Student_358,12,Male,School_41,IB,12,English,46,A+,43.6,7.2,Yes,No
STU_000359,Student_359,14,Male,School_8,Cambridge,10,Economics,77,C,76.7,4.0,No,No
STU_000360,Student_360,17,Male,School_13,IB,10,Computer Science,77,A,82.9,5.2,Yes,No
STU_000361,Student_361,15,Female,School_15,ICSE,10,Economics,79,C+,71.7,4.2,No,No
STU_000362,Student_362,16,Female,School_48,Cambridge,12,Computer Science,73,B+,56.0,3.8,No,No
STU_000363,Student_363,19,Male,School_28,IB,10,Economics,54,B+,83.1,4.5,Yes,No
STU_000364,Student_364,12,Male,School_23,ICSE,12,Geography,68,A+,74.7,2.9,No,No
STU_000365,Student_365,18,Female,School_30,State,10,Computer Science,67,B+,59.4,6.2,Yes,No
STU_000366,Student_366,15,Female,School_48,State,12,Economics,57,B+,96.4,1.8,Yes,No
STU_000367,Student_367,15,Female,School_6,CBSE,10,Physics,85,C+,92.6,4.8,Yes,No
STU_000368,Student_368,18,Male,School_16,IB,12,Physics,58,A+,68.0,6.2,No,No
STU_000369,Student_369,13,Female,School_5,ICSE,9,History,68,F,78.4,5.4,Yes,No
STU_000370,Student_370,11,Male,School_33,IB,10,Hindi,51,B+,72.2,2.4,Yes,Yes
STU_000371,Student_371,12,Male,School_45,CBSE,12,Economics,67,A+,60.3,3.0,No,No
STU_000372,Student_372,14,Male,School_16,ICSE,12,Chemistry,70,B,86.9,2.3,Yes,No
STU_000373,Student_373,11,Female,School_13,CBSE,10,Economics,49,D,82.9,2.9,No,No
STU_000374,Student_374,13,Female,School_22,IB,11,Computer Science,70,A,76.9,0.0,Yes,No
STU_000375,Student_375,12,Male,School_19,CBSE,9,Chemistry,89,C,60.9,1.2,No,No
STU_000376,Student_376,15,Male,School_6,CBSE,11,Computer Science,72,C+,54.3,6.2,No,No
STU_000377,Student_377,13,Female,School_31,IB,10,Physics,75,C+,96.6,4.2,No,No
STU_000378,Student_378,15,Male,School_6,State,10,History,100,B,91.9,4.7,Yes,No
STU_000379,Student_379,12,Male,School_49,CBSE,10,Physics,76,B,79.1,2.3,Yes,No
STU_000380,Student_380,12,Male,School_42,CBSE,10,Economics,77,D,100.0,6.5,No,No
STU_000381,Student_381,14,Male,School_46,CBSE,10,English,82,F,88.3,2.3,Yes,No
STU_000382,Student_382,14,Female,School_45,State,11,Chemistry,53,A+,78.2,6.4,Yes,No
STU_000383,Student_383,16,Female,School_28,State,9,Hindi,69,A,99.6,1.2,No,No
STU_000384,Student_384,13,Female,School_34,IB,10,History,80,D,79.5,5.8,Yes,No
STU_000385,Student_385,15,Female,School_50,IB,9,Computer Science,70,B,73.6,8.2,No,No
STU_000386,Student_386,17,Female,School_21,Cambridge,12,Chemistry,51,C+,76.0,2.8,Yes,No
STU_000387,Student_387,14,Male,School_37,CBSE,12,Geography,58,B,84.9,1.7,Yes,No
STU_000388,Student_388,15,Male,School_4,Cambridge,12,History,74,B+,88.1,2.0,Yes,No
STU_000389,Student_389,15,Male,School_31,State,11,English,85,A+,78.5,3.4,Yes,No
STU_000390,Student_390,13,Female,School_24,Cambridge,10,English,64,C,100.0,0.6,No,No
STU_000391,Student_391,17,Female,School_6,IB,10,History,91,B+,92.0,2.5,No,No
STU_000392,Student_392,15,Male,School_27,IB,12,Geography,58,B,64.3,4.5,Yes,No
STU_000393,Student_393,13,Female,School_3,CBSE,12,Geography,89,D,55.7,2.2,Yes,No
STU_000394,Student_394,18,Female,School_30,CBSE,10,Biology,77,C+,95.4,3.2,Yes,No
STU_000395,Student_395,12,Female,School_30,Cambridge,11,Physics,55,A+,74.6,5.9,No,No
STU_000396,Student_396,13,Male,School_29,Cambridge,9,Economics,71,B,83.9,1.6,No,No
STU_000397,Student_397,16,Female,School_35,State,11,Mathematics,52,A+,82.5,6.2,Yes,No
STU_000398,Student_398,17,Male,School_29,ICSE,12,Biology,58,C+,66.5,5.4,Yes,No
STU_000399,Student_399,13,Male,School_27,ICSE,9,Economics,76,A+,69.7,6.2,Yes,Yes
STU_000400,Student_400,14,Female,School_47,CBSE,9,Chemistry,61,C,54.6,4.2,Yes,Yes
STU_000401,Student_401,15,Female,School_7,Cambridge,11,Physics,69,A+,83.6,3.9,No,No
STU_000402,Student_402,18,Male,School_15,Cambridge,12,Chemistry,75,A,69.1,3.7,Yes,No
STU_000403,Student_403,15,Female,School_15,Cambridge,12,History,33,A+,93.1,5.6,Yes,No
STU_000404,Student_404,12,Female,School_18,State,10,Hindi,62,A+,100.0,3.5,Yes,No
STU_000405,Student_405,17,Male,School_6,State,10,Geography,73,A,80.0,1.3,Yes,No
STU_000406,Student_406,15,Female,School_22,ICSE,10,Physics,84,C,70.6,4.5,No,Yes
STU_000407,Student_407,14,Female,School_40,CBSE,12,Physics,100,A,79.3,4.6,Yes,No
STU_000408,Student_408,11,Female,School_30,IB,9,Economics,40,C+,92.2,2.7,No,No
STU_000409,Student_409,15,Male,School_28,ICSE,11,Geography,79,D,98.6,2.5,No,No
STU_000410,Student_410,11,Male,School_28,CBSE,10,Chemistry,55,B+,83.8,4.1,No,No
STU_000411,Student_411,16,Female,School_16,CBSE,12,Physics,68,B+,89.5,0.0,No,No
STU_000412,Student_412,11,Female,School_7,CBSE,10,History,60,A+,75.5,4.7,Yes,No
STU_000413,Student_413,13,Female,School_15,CBSE,11,English,100,A,94.0,6.1,Yes,No
STU_000414,Student_414,14,Female,School_44,Cambridge,9,Physics,84,A,62.2,4.3,No,Yes
STU_000415,Student_415,9,Male,School_25,CBSE,11,Economics,71,D,66.4,8.4,No,No
STU_000416,Student_416,14,Female,School_1,IB,11,History,82,C,80.8,3.5,No,No
STU_000417,Student_417,13,Male,School_22,State,10,History,86,A,97.6,8.0,No,No
STU_000418,Student_418,14,Female,School_45,State,12,Biology,68,A,62.6,7.5,No,No
STU_000419,Student_419,16,Male,School_18,ICSE,12,Hindi,64,A,100.0,3.7,Yes,No
STU_000420,Student_420,12,Female,School_6,State,10,History,66,C+,71.3,1.6,Yes,No
STU_000421,Student_421,12,Male,School_46,State,10,History,67,F,42.4,4.4,Yes,No
STU_000422,Student_422,13,Male,School_38,CBSE,10,English,76,C,76.0,3.6,Yes,No
STU_000423,Student_423,12,Male,School_9,CBSE,11,English,65,C+,67.3,1.5,Yes,No
STU_000424,Student_424,11,Male,School_16,CBSE,12,History,58,B,72.7,7.6,No,No
STU_000425,Student_425,15,Male,School_3,ICSE,12,Hindi,68,F,86.2,1.9,No,No
STU_000426,Student_426,14,Female,School_49,CBSE,12,Geography,48,B+,77.9,3.5,No,Yes
STU_000427,Student_427,13,Female,School_20,State,11,Chemistry,82,A+,100.0,2.6,No,No
STU_000428,Student_428,18,Female,School_32,ICSE,12,Economics,94,C,77.6,2.3,No,No
STU_000429,Student_429,16,Male,School_37,ICSE,12,Computer Science,64,C+,77.7,7.4,Yes,No
STU_000430,Student_430,16,Male,School_1,Cambridge,10,Chemistry,46,F,58.4,0.0,Yes,No
STU_000431,Student_431,13,Male,School_41,ICSE,12,Biology,57,C,94.9,4.7,Yes,No
STU_000432,Student_432,10,Female,School_4,IB,10,Geography,46,A+,44.1,5.7,Yes,No
STU_000433,Student_433,14,Female,School_49,IB,9,Hindi,40,C,53.6,1.9,No,No
STU_000434,Student_434,15,Female,School_26,CBSE,10,History,96,C+,75.1,2.3,Yes,No
STU_000435,Student_435,15,Male,School_29,State,11,English,72,F,73.4,3.3,Yes,No
STU_000436,Student_436,13,Male,School_23,Cambridge,10,Physics,65,A,74.7,2.8,No,No
STU_000437,Student_437,13,Female,School_17,State,12,Mathematics,62,F,78.8,4.9,No,No
STU_000438,Student_438,13,Male,School_18,ICSE,9,Physics,50,A+,100.0,1.8,Yes,No
STU_000439,Student_439,14,Female,School_4,IB,11,Physics,49,A+,62.1,3.0,Yes,No
STU_000440,Student_440,17,Male,School_29,Cambridge,10,Computer Science,76,F,90.5,0.0,No,No
STU_000441,Student_441,11,Female,School_33,ICSE,10,History,78,A+,90.8,2.0,No,No
STU_000442,Student_442,14,Female,School_28,State,11,Biology,76,B+,52.4,4.2,Yes,No
STU_000443,Student_443,16,Female,School_27,State,11,Computer Science,55,C,100.0,3.9,No,No
STU_000444,Student_444,10,Male,School_5,Cambridge,9,Biology,75,B,88.4,6.1,Yes,No
STU_000445,Student_445,12,Male,School_4,ICSE,11,Biology,76,A+,80.6,2.6,No,No
STU_000446,Student_446,15,Female,School_10,ICSE,12,Hindi,90,C+,59.9,3.2,Yes,No
STU_000447,Student_447,18,Female,School_44,CBSE,12,Biology,75,B+,60.9,4.6,Yes,No
STU_000448,Student_448,14,Female,School_49,IB,9,History,74,A+,67.0,3.4,Yes,No
STU_000449,Student_449,14,Female,School_17,State,12,Physics,65,B+,100.0,0.0,Yes,No
STU_000450,Student_450,14,Female,School_20,State,12,History,69,B,81.6,5.9,Yes,No
STU_000451,Student_451,17,Male,School_21,IB,11,Hindi,58,F,69.3,6.1,Yes,No
STU_000452,Student_452,15,Female,School_9,State,12,Economics,78,D,96.0,4.8,Yes,Yes
STU_000453,Student_453,12,Male,School_42,State,12,Mathematics,59,D,91.4,2.8,Yes,No
STU_000454,Student_454,13,Female,School_43,IB,9,Mathematics,52,B,77.0,6.2,Yes,No
STU_000455,Student_455,13,Male,School_3,IB,11,Mathematics,78,B,96.6,3.1,No,No
STU_000456,Student_456,12,Female,School_7,CBSE,9,Economics,93,F,67.8,3.9,No,No
STU_000457,Student_457,13,Female,School_42,State,11,English,59,A,81.9,5.8,Yes,No
STU_000458,Student_458,12,Male,School_22,State,11,Economics,85,C,79.3,6.9,Yes,No
STU_000459,Student_459,17,Female,School_1,Cambridge,11,Mathematics,54,F,80.4,4.8,Yes,No
STU_000460,Student_460,12,Male,School_43,Cambridge,11,English,53,B,78.9,4.0,No,No
STU_000461,Student_461,15,Female,School_1,Cambridge,9,Mathematics,78,A,72.2,2.1,No,No
STU_000462,Student_462,16,Male,School_28,Cambridge,11,Computer Science,80,C+,50.2,3.5,No,No
STU_000463,Student_463,17,Male,School_17,State,12,History,63,B+,72.9,3.8,No,No
STU_000464,Student_464,14,Female,School_35,CBSE,9,Physics,82,C+,55.1,2.3,No,No
STU_000465,Student_465,14,Female,School_46,IB,10,Mathematics,90,A+,57.7,1.9,Yes,No
STU_000466,Student_466,13,Male,School_15,CBSE,11,Biology,75,A+,73.7,7.8,No,No
STU_000467,Student_467,15,Female,School_15,State,11,English,47,C+,100.0,4.3,Yes,No
STU_000468,Student_468,13,Male,School_49,Cambridge,12,Biology,89,C,71.8,1.6,Yes,No
STU_000469,Student_469,14,Male,School_36,State,11,Computer Science,68,F,100.0,8.7,No,No
STU_000470,Student_470,17,Male,School_16,State,10,Economics,71,D,67.8,4.3,No,No
STU_000471,Student_471,20,Female,School_4,CBSE,10,Physics,61,B+,100.0,2.0,Yes,No
STU_000472,Student_472,15,Female,School_25,Cambridge,11,Mathematics,50,C,76.6,3.4,Yes,No
STU_000473,Student_473,15,Male,School_50,CBSE,10,English,66,C+,79.0,3.1,Yes,No
STU_000474,Student_474,13,Male,School_49,State,9,Computer Science,90,B+,80.4,6.7,No,No
STU_000475,Student_475,12,Female,School_48,State,10,Chemistry,66,A+,85.7,3.7,Yes,No
STU_000476,Student_476,14,Male,School_40,ICSE,9,English,67,B,84.5,6.1,No,No
STU_000477,Student_477,15,Male,School_46,IB,10,Mathematics,75,A+,91.9,6.2,Yes,No
STU_000478,Student_478,14,Male,School_14,IB,9,Physics,53,A,80.5,8.5,No,No
STU_000479,Student_479,16,Male,School_15,State,10,Biology,62,B+,74.0,3.4,No,No
STU_000480,Student_480,12,Female,School_22,Cambridge,11,Economics,76,D,71.9,4.8,No,No
STU_000481,Student_481,15,Female,School_22,CBSE,10,English,51,D,81.3,3.2,No,No
STU_000482,Student_482,16,Female,School_9,IB,9,Physics,75,A,67.9,4.3,Yes,No
STU_000483,Student_483,17,Male,School_39,Cambridge,9,History,45,C,58.2,5.6,Yes,No
STU_000484,Student_484,13,Male,School_50,State,9,Physics,74,C,92.5,5.1,No,No
STU_000485,Student_485,15,Male,School_6,CBSE,10,History,54,A+,46.8,5.6,Yes,No
STU_000486,Student_486,14,Male,School_50,CBSE,11,History,47,C,79.8,1.0,Yes,No
STU_000487,Student_487,16,Male,School_7,State,9,Geography,76,C+,77.1,6.9,Yes,No
STU_000488,Student_488,17,Female,School_10,IB,9,Chemistry,75,B,71.9,5.5,Yes,No
STU_000489,Student_489,19,Female,School_13,State,11,Hindi,78,C,59.3,2.4,Yes,No
STU_000490,Student_490,12,Male,School_41,Cambridge,12,Computer Science,49,A,74.0,4.2,Yes,No
STU_000491,Student_491,13,Male,School_13,Cambridge,11,Chemistry,52,B,56.2,4.4,Yes,No
STU_000492,Student_492,15,Female,School_50,CBSE,10,Computer Science,43,C+,40.4,4.2,Yes,No
STU_000493,Student_493,18,Male,School_17,IB,10,Geography,77,C+,86.5,5.0,Yes,Yes
STU_000494,Student_494,15,Female,School_17,State,9,Computer Science,64,B,90.6,0.0,Yes,No
STU_000495,Student_495,14,Male,School_20,ICSE,10,Physics,74,F,74.5,6.4,Yes,No
STU_000496,Student_496,13,Female,School_25,IB,11,Physics,55,F,87.4,4.8,Yes,No
STU_000497,Student_497,13,Female,School_11,CBSE,10,Economics,86,D,41.3,4.1,No,Yes
STU_000498,Student_498,12,Female,School_34,IB,12,Physics,58,B+,69.7,4.2,No,No
STU_000499,Student_499,14,Female,School_22,CBSE,12,Geography,90,B,83.7,2.4,Yes,No
STU_000500,Student_500,18,Female,School_37,IB,12,English,82,B+,92.7,4.3,Yes,No
STU_000501,Student_501,15,Female,School_20,IB,11,Biology,66,F,91.2,5.0,No,No
STU_000502,Student_502,12,Female,School_22,IB,10,English,68,D,90.9,3.9,Yes,Yes
STU_000503,Student_503,15,Male,School_6,IB,9,Economics,53,B,79.1,4.3,Yes,No
STU_000504,Student_504,16,Male,School_41,IB,12,English,79,B,99.2,5.3,Yes,No
STU_000505,Student_505,15,Male,School_32,CBSE,11,Chemistry,68,B,72.0,4.0,Yes,Yes
STU_000506,Student_506,14,Male,School_50,Cambridge,12,Physics,65,C+,57.1,9.6,No,No
STU_000507,Student_507,14,Female,School_10,Cambridge,10,Hindi,55,A+,67.8,7.5,No,No
STU_000508,Student_508,15,Female,School_11,Cambridge,9,Physics,30,A+,71.4,1.0,Yes,No
STU_000509,Student_509,19,Female,School_19,ICSE,9,English,57,D,66.6,1.4,No,No
STU_000510,Student_510,14,Female,School_22,Cambridge,9,Physics,76,B+,89.4,0.6,Yes,No
STU_000511,Student_511,15,Female,School_49,IB,10,Hindi,64,F,97.1,0.8,No,No
STU_000512,Student_512,13,Female,School_49,State,12,Hindi,66,D,78.0,5.5,Yes,No
STU_000513,Student_513,13,Male,School_5,Cambridge,11,History,76,C+,100.0,4.4,Yes,No
STU_000514,Student_514,13,Female,School_9,State,9,Economics,79,C,69.2,4.0,No,No
STU_000515,Student_515,16,Male,School_9,ICSE,12,Hindi,73,B,74.8,6.2,Yes,No
STU_000516,Student_516,14,Male,School_19,ICSE,10,Physics,84,D,83.2,0.1,Yes,No
STU_000517,Student_517,17,Female,School_46,State,9,Physics,77,B+,93.0,5.4,Yes,No
STU_000518,Student_518,17,Male,School_36,CBSE,11,Chemistry,100,B+,80.3,4.2,No,No
STU_000519,Student_519,15,Male,School_45,ICSE,10,Chemistry,67,A+,78.6,3.2,No,No
STU_000520,Student_520,14,Male,School_39,CBSE,9,Hindi,50,D,56.2,7.2,No,No
STU_000521,Student_521,10,Female,School_39,CBSE,12,Physics,61,A,70.0,2.7,No,No
STU_000522,Student_522,18,Female,School_25,ICSE,10,Mathematics,74,B,89.1,4.6,No,No
STU_000523,Student_523,15,Male,School_22,IB,11,Computer Science,87,D,78.1,5.0,Yes,Yes
STU_000524,Student_524,15,Female,School_42,CBSE,12,Biology,96,B+,78.1,6.4,No,No
STU_000525,Student_525,14,Female,School_5,CBSE,12,Geography,82,A+,66.8,3.5,Yes,No
STU_000526,Student_526,13,Male,School_34,CBSE,11,History,83,A+,98.0,3.5,Yes,No
STU_000527,Student_527,16,Female,School_11,IB,11,Physics,40,A+,80.5,2.6,Yes,No
STU_000528,Student_528,16,Male,School_17,State,10,Mathematics,78,A+,89.7,7.8,Yes,No
STU_000529,Student_529,13,Female,School_15,CBSE,11,English,85,A+,100.0,4.0,No,No
STU_000530,Student_530,15,Male,School_31,ICSE,9,Hindi,73,F,86.0,3.9,No,No
STU_000531,Student_531,16,Male,School_44,CBSE,11,Hindi,68,A+,81.3,4.9,Yes,No
STU_000532,Student_532,17,Female,School_13,State,11,Hindi,75,A,75.0,3.8,No,No
STU_000533,Student_533,12,Female,School_26,Cambridge,12,Computer Science,91,C+,74.0,4.1,No,No
STU_000534,Student_534,17,Male,School_22,State,12,Biology,85,B,80.5,3.2,No,No
STU_000535,Student_535,16,Male,School_23,State,9,History,55,A,56.9,3.4,Yes,No
STU_000536,Student_536,16,Female,School_48,ICSE,11,Hindi,54,B+,100.0,2.8,Yes,No
STU_000537,Student_537,16,Female,School_10,ICSE,11,History,41,A,97.0,5.0,Yes,No
STU_000538,Student_538,16,Male,School_30,State,11,Geography,70,B,78.8,6.7,No,No
STU_000539,Student_539,12,Female,School_10,CBSE,10,History,52,B,60.9,2.0,No,No
STU_000540,Student_540,14,Male,School_1,IB,12,Mathematics,56,C,100.0,3.6,No,No
STU_000541,Student_541,14,Male,School_21,IB,9,English,58,A+,71.5,5.5,Yes,No
STU_000542,Student_542,13,Male,School_39,State,9,History,72,F,80.3,4.7,Yes,No
STU_000543,Student_543,12,Female,School_7,Cambridge,10,History,57,F,53.9,2.6,Yes,Yes
STU_000544,Student_544,16,Male,School_5,ICSE,11,Mathematics,62,A+,73.5,4.3,Yes,No
STU_000545,Student_545,13,Male,School_12,CBSE,10,Physics,50,C+,57.4,3.5,Yes,No
STU_000546,Student_546,15,Female,School_12,Cambridge,10,Hindi,87,F,92.6,2.8,Yes,No
STU_000547,Student_547,19,Male,School_1,Cambridge,10,English,83,C,77.0,0.0,No,No
STU_000548,Student_548,12,Male,School_19,CBSE,11,Geography,91,A+,80.3,3.7,No,Yes
STU_000549,Student_549,14,Male,School_3,Cambridge,11,Hindi,67,F,45.4,5.2,No,No
STU_000550,Student_550,14,Female,School_1,CBSE,11,Mathematics,68,C+,100.0,3.7,Yes,No
STU_000551,Student_551,17,Male,School_21,CBSE,10,Physics,76,F,90.7,5.2,Yes,No
STU_000552,Student_552,13,Female,School_45,Cambridge,12,Physics,64,B,78.6,5.8,Yes,No
STU_000553,Student_553,12,Female,School_48,CBSE,11,Biology,58,C+,44.3,5.7,No,No
STU_000554,Student_554,11,Male,School_27,IB,11,Chemistry,81,D,76.8,3.3,No,Yes
STU_000555,Student_555,18,Male,School_26,CBSE,12,Geography,60,A,75.7,4.7,Yes,No
STU_000556,Student_556,10,Male,School_17,CBSE,11,English,90,B+,80.1,5.0,No,No
